> seis_6
-86 2
-86 3
-87 3
-88 3
-89 3
-89 4
-89 5
-90 5
-90 6
-90 7
-91 7
-91 8
-92 8
-92 9
-92 10
-93 10
-93 11
-93 12
-93 13
-92 13
-91 13
-90 13
-90 14
-89 14
-89 15
-89 16
-88 16
-87 16
-86 16
-85 16
-84 16
-83 16
-83 15
-83 14
-83 13
-83 12
-82 12
-81 12
-80 12
-79 12
-78 12
-77 12
-76 12
-76 11
-76 10
-77 10
-78 10
-78 9
-77 9
-77 8
-77 7
-78 7
-78 6
-78 5
-78 4
-78 3
-79 3
-79 2
-80 2
-81 2
-82 2
-83 2
-84 2
-85 2
-86 2
