letter	AvantGarde-BookOblique	AvantGarde-Book	AvantGarde-DemiOblique	AvantGarde-Demi	Bookman-Demi	Bookman-Demiltalic	Bookman-LightItalic	Bookman-Light	Courier-Bold	Courier-Boldoblique	Courier-Oblique	Courier	Helvetica-BoldOblique	Helvetica-Bold	Helvetica-Narrow-BoldOblique	Helvetica-Narrow-Bold	Helvetica-Narrow-Oblique	Helvetica-Narrow	Helvetica-Oblique	Helvetica	NewCenturySchlbk-BoldItalic	NewCenturySchlbk-Bold	NewCenturySchlbk-Italic	NewCenturySchlbk-Roman	Palatino-Bold	Palatino-Boldltalic	Palatino-Italic	Palatino-Roman	Symbol	Times-Bold	Times-Boldltalic	Times-Italic	Times-Roman	ZapfChancery-MediumItalic	ZapfDingbats
J	.01788583333333333333	.01761466666666666666	.01778000000000000000	.01757866666666666666	.02352650000000000000	.01857333333333333333	.02127250000000000000	.02206616666666666666	.02196050000000000000	.01857333333333333333	.02217166666666666666	.02196050000000000000	.02063750000000000000	.02053283333333333333	.01703916666666666666	.01672366666666666666	.01524000000000000000	.01504858333333333333	.01862666666666666666	.01857333333333333333	.02455333333333333333	.02381250000000000000	.02243666666666666666	.02074450000000000000	.01428750000000000000	.01857333333333333333	.01248833333333333333	.01239325000000000000	.02317750000000000000	.01836166666666666666	.01857333333333333333	.01640416666666666666	.01439333333333333333	.01502833333333333333	.02868083333333333333
K	.02211916666666666666	.02148416666666666666	.02296583333333333333	.02254250000000000000	.02926250000000000000	.02413000000000000000	.02688166666666666666	.02635250000000000000	.02196050000000000000	.02413000000000000000	.02222500000000000000	.02196050000000000000	.02677583333333333333	.02608333333333333333	.02211916666666666666	.02160366666666666666	.02042583333333333333	.01994833333333333333	.02487083333333333333	.02413000000000000000	.02846916666666666666	.02984916666666666666	.02730500000000000000	.02815166666666666666	.02825750000000000000	.02413000000000000000	.02434166666666666666	.02645833333333333333	.02648266666666666666	.02836333333333333333	.02413000000000000000	.02455333333333333333	.02637683333333333333	.02497666666666666666	.03052966666666666666
L	.01693750000000000000	.01693750000000000000	.01611726666666666666	.01611726666666666666	.02360083333333333333	.02011033333333333333	.02190750000000000000	.02211916666666666666	.02196050000000000000	.02011033333333333333	.02196050000000000000	.02196050000000000000	.02226350000000000000	.02208983333333333333	.01830916666666666666	.01830916666666666666	.01672366666666666666	.01672366666666666666	.02032116666666666666	.02011033333333333333	.02573566666666666666	.02648266666666666666	.02434166666666666666	.02413000000000000000	.02226350000000000000	.02011033333333333333	.02042700000000000000	.02236933333333333333	.02520033333333333333	.02434166666666666666	.02011033333333333333	.02042700000000000000	.02236933333333333333	.02137833333333333333	.02988716666666666666
M	.03344333333333333333	.03333750000000000000	.03291416666666666666	.03264950000000000000	.03432150000000000000	.03007933333333333333	.03196166666666666666	.03354916666666666666	.02201333333333333333	.03007933333333333333	.02243666666666666666	.02196050000000000000	.03058583333333333333	.03007933333333333333	.02497666666666666666	.02487083333333333333	.02497666666666666666	.02487083333333333333	.03048000000000000000	.03007933333333333333	.03429000000000000000	.03580016666666666666	.03429000000000000000	.03460750000000000000	.03624716666666666666	.03007933333333333333	.03429000000000000000	.03442933333333333333	.03249083333333333333	.03429000000000000000	.03007933333333333333	.03038566666666666666	.03238500000000000000	.03132666666666666666	.03027983333333333333
N	.02709333333333333333	.02691233333333333333	.02709333333333333333	.02691233333333333333	.02712400000000000000	.02608333333333333333	.02698750000000000000	.02712400000000000000	.02196050000000000000	.02608333333333333333	.02233083333333333333	.02196050000000000000	.02667000000000000000	.02608333333333333333	.02180166666666666666	.02160366666666666666	.02180166666666666666	.02160366666666666666	.02656416666666666666	.02608333333333333333	.03122083333333333333	.03049150000000000000	.02974333333333333333	.03006083333333333333	.03027983333333333333	.02608333333333333333	.02836333333333333333	.03026833333333333333	.02648266666666666666	.02637683333333333333	.02608333333333333333	.02455333333333333333	.02637683333333333333	.02645833333333333333	.02965600000000000000
O	.03137416666666666666	.03156233333333333333	.03051100000000000000	.03051100000000000000	.02926250000000000000	.02857500000000000000	.02751666666666666666	.02926250000000000000	.02196050000000000000	.02857500000000000000	.02169550000000000000	.02196050000000000000	.02825750000000000000	.02846916666666666666	.02317750000000000000	.02317750000000000000	.02317750000000000000	.02317750000000000000	.02825750000000000000	.02857500000000000000	.03038566666666666666	.03049150000000000000	.02836333333333333333	.02815166666666666666	.03027983333333333333	.02857500000000000000	.02836333333333333333	.02869316666666666666	.02648266666666666666	.02836333333333333333	.02857500000000000000	.02637683333333333333	.02637683333333333333	.02185416666666666666	.03016250000000000000
P	.02190750000000000000	.02160366666666666666	.02063750000000000000	.02042583333333333333	.02423583333333333333	.02413000000000000000	.02264833333333333333	.02275416666666666666	.02196050000000000000	.02413000000000000000	.02196050000000000000	.02196050000000000000	.02455333333333333333	.02413000000000000000	.02010833333333333333	.01994833333333333333	.02010833333333333333	.01994833333333333333	.02444750000000000000	.02413000000000000000	.02703666666666666666	.02783416666666666666	.02434166666666666666	.02413000000000000000	.02226350000000000000	.02413000000000000000	.02236933333333333333	.02213816666666666666	.02815783333333333333	.02236933333333333333	.02413000000000000000	.02236933333333333333	.02042700000000000000	.02021416666666666666	.03348583333333333333
Q	.03153833333333333333	.03164416666666666666	.03058583333333333333	.03051100000000000000	.02926250000000000000	.02857500000000000000	.02817200000000000000	.02995083333333333333	.02196050000000000000	.02857500000000000000	.02169550000000000000	.02196050000000000000	.02825750000000000000	.02846916666666666666	.02317750000000000000	.02317750000000000000	.02317750000000000000	.02317750000000000000	.02825750000000000000	.02857500000000000000	.03038566666666666666	.03049150000000000000	.02836333333333333333	.02815166666666666666	.03027983333333333333	.02857500000000000000	.02836333333333333333	.02869316666666666666	.02714250000000000000	.02836333333333333333	.02857500000000000000	.02637683333333333333	.02637683333333333333	.02301833333333333333	.02698750000000000000
R	.02233083333333333333	.02211916666666666666	.02148416666666666666	.02117616666666666666	.02858533333333333333	.02608333333333333333	.02592916666666666666	.02645833333333333333	.02196050000000000000	.02608333333333333333	.02196050000000000000	.02196050000000000000	.02645833333333333333	.02608333333333333333	.02169583333333333333	.02160366666666666666	.02169583333333333333	.02160366666666666666	.02635250000000000000	.02608333333333333333	.02899833333333333333	.02984916666666666666	.02703666666666666666	.02669433333333333333	.02627100000000000000	.02608333333333333333	.02434166666666666666	.02445333333333333333	.02053283333333333333	.02637683333333333333	.02608333333333333333	.02236933333333333333	.02434166666666666666	.02296583333333333333	.02628966666666666666
S	.01841500000000000000	.01821983333333333333	.01915583333333333333	.01894416666666666666	.02423583333333333333	.02413000000000000000	.02320850000000000000	.02423583333333333333	.02196050000000000000	.02413000000000000000	.02169550000000000000	.02169550000000000000	.02444750000000000000	.02444750000000000000	.02000250000000000000	.01994833333333333333	.02000250000000000000	.01994833333333333333	.02434166666666666666	.02413000000000000000	.02497666666666666666	.02444750000000000000	.02434166666666666666	.02286000000000000000	.02226350000000000000	.02413000000000000000	.02042700000000000000	.01926166666666666666	.02181533333333333333	.02042700000000000000	.02413000000000000000	.01836166666666666666	.02042700000000000000	.01693333333333333333	.02719916666666666666
T	.01608666666666666666	.01555750000000000000	.01598083333333333333	.01534583333333333333	.02566383333333333333	.02258100000000000000	.02227750000000000000	.02275416666666666666	.02196050000000000000	.02258100000000000000	.02185416666666666666	.02196050000000000000	.02268633333333333333	.02247516666666666666	.01873250000000000000	.01830916666666666666	.01873250000000000000	.01830916666666666666	.02268633333333333333	.02258100000000000000	.02645833333333333333	.02648266666666666666	.02508250000000000000	.02465916666666666666	.02423583333333333333	.02258100000000000000	.02236933333333333333	.02243666666666666666	.02247516666666666666	.02434166666666666666	.02258100000000000000	.02074333333333333333	.02236933333333333333	.01947333333333333333	.02868083333333333333
U	.02381250000000000000	.02381250000000000000	.02342016666666666666	.02331483333333333333	.02712400000000000000	.02608333333333333333	.02656416666666666666	.02858533333333333333	.02196050000000000000	.02608333333333333333	.02206583333333333333	.02196050000000000000	.02637650000000000000	.02608333333333333333	.02180166666666666666	.02160366666666666666	.02160316666666666666	.02160366666666666666	.02637650000000000000	.02608333333333333333	.03017366666666666666	.03049150000000000000	.02942950000000000000	.03006083333333333333	.02825750000000000000	.02608333333333333333	.02815166666666666666	.02836333333333333333	.02529416666666666666	.02637683333333333333	.02608333333333333333	.02616483333333333333	.02637683333333333333	.02680600000000000000	.02880116666666666666
V	.02603500000000000000	.02550583333333333333	.02587500000000000000	.02545216666666666666	.02635250000000000000	.02455333333333333333	.02519783333333333333	.02566383333333333333	.02196050000000000000	.02455333333333333333	.02217166666666666666	.02196050000000000000	.02476500000000000000	.02444750000000000000	.02026550000000000000	.01994833333333333333	.02026550000000000000	.01994833333333333333	.02476500000000000000	.02455333333333333333	.02719916666666666666	.02783416666666666666	.02603500000000000000	.02669433333333333333	.02825750000000000000	.02455333333333333333	.02645833333333333333	.02637683333333333333	.01631156666666666666	.02637683333333333333	.02455333333333333333	.02264833333333333333	.02637683333333333333	.02405516666666666666	.02529416666666666666
W	.03524250000000000000	.03481916666666666666	.03307250000000000000	.03264950000000000000	.03432150000000000000	.03450166666666666666	.03524250000000000000	.03503083333333333333	.02196050000000000000	.03450166666666666666	.02217166666666666666	.02196050000000000000	.03471333333333333333	.03439583333333333333	.02847700000000000000	.02816000000000000000	.02847700000000000000	.02816000000000000000	.03460750000000000000	.03450166666666666666	.03439583333333333333	.03580016666666666666	.03376083333333333333	.03601183333333333333	.03624716666666666666	.03450166666666666666	.03429000000000000000	.03635300000000000000	.02815783333333333333	.03635300000000000000	.03450166666666666666	.03058583333333333333	.03429000000000000000	.03250000000000000000	.02819583333333333333
X	.02275416666666666666	.02222750000000000000	.02540000000000000000	.02477500000000000000	.02858533333333333333	.02455333333333333333	.02635250000000000000	.02645833333333333333	.02196050000000000000	.02455333333333333333	.02222500000000000000	.02196050000000000000	.02487083333333333333	.02444750000000000000	.02042583333333333333	.01994833333333333333	.02042583333333333333	.01994833333333333333	.02476500000000000000	.02455333333333333333	.02815166666666666666	.02648266666666666666	.02677583333333333333	.02605316666666666666	.02423583333333333333	.02455333333333333333	.02637683333333333333	.02434166666666666666	.02372150000000000000	.02637683333333333333	.02455333333333333333	.02243666666666666666	.02637683333333333333	.02084916666666666666	.02794616666666666666
Y	.02202650000000000000	.02160366666666666666	.02307166666666666666	.02254250000000000000	.02566383333333333333	.02455333333333333333	.02465916666666666666	.02360083333333333333	.02196050000000000000	.02455333333333333333	.02196000000000000000	.02196050000000000000	.02476500000000000000	.02444750000000000000	.02026550000000000000	.01994833333333333333	.02026550000000000000	.01994833333333333333	.02487083333333333333	.02455333333333333333	.02603500000000000000	.02648266666666666666	.02529416666666666666	.02605316666666666666	.02423583333333333333	.02455333333333333333	.02434166666666666666	.02434166666666666666	.02910416666666666666	.02637683333333333333	.02455333333333333333	.02074333333333333333	.02637683333333333333	.02137833333333333333	.02880116666666666666
Z	.01809750000000000000	.01757866666666666666	.01873250000000000000	.01825583333333333333	.02352650000000000000	.02258100000000000000	.02211916666666666666	.02352650000000000000	.02196050000000000000	.02258100000000000000	.02169550000000000000	.02169550000000000000	.02275416666666666666	.02247516666666666666	.01873250000000000000	.01830916666666666666	.01873250000000000000	.01830916666666666666	.02286000000000000000	.02258100000000000000	.02573566666666666666	.02444750000000000000	.02434166666666666666	.02268683333333333333	.02423583333333333333	.02258100000000000000	.02434166666666666666	.02434166666666666666	.02247516666666666666	.02434166666666666666	.02258100000000000000	.02053166666666666666	.02236933333333333333	.02264833333333333333	.02762250000000000000
[	.01324570000000000000	.01273348333333333333	.01217083333333333333	.01174750000000000000	.01090041666666666666	.01016000000000000000	.00984250000000000000	.01090041666666666666	.02169550000000000000	.01016000000000000000	.02169550000000000000	.02169550000000000000	.01291166666666666666	.01208608333333333333	.01058333333333333333	.01005416666666666666	.00899583333333333333	.00849353333333333333	.01090083333333333333	.01016000000000000000	.01502833333333333333	.01418166666666666666	.01280583333333333333	.01208608333333333333	.01228741666666666666	.01016000000000000000	.01239325000000000000	.01239325000000000000	.01208608333333333333	.01239325000000000000	.01016000000000000000	.01439333333333333333	.01208608333333333333	.00973666666666666666	.02571750000000000000
\	.02201333333333333333	.02222500000000000000	.02328333333333333333	.02349500000000000000	.02254250000000000000	.01124480000000000000	.02180083333333333333	.02180083333333333333	.02233083333333333333	.01124480000000000000	.02180083333333333333	.02180083333333333333	.01021210000000000000	.01103313333333333333	.00846666666666666666	.00867833333333333333	.00846666666666666666	.00867833333333333333	.01021210000000000000	.01124480000000000000	.02201663333333333333	.02286246666666666666	.02201663333333333333	.02201663333333333333	.02243913333333333333	.01124480000000000000	.02201663333333333333	.02201663333333333333	.03132666666666666666	.01100666666666666666	.01124480000000000000	.01100666666666666666	.01082146666666666666	.01748316666666666666	.02603500000000000000
]	.01292861666666666666	.01292861666666666666	.01174750000000000000	.01174750000000000000	.01127125000000000000	.01058333333333333333	.01016000000000000000	.01127125000000000000	.02169550000000000000	.01058333333333333333	.02169550000000000000	.02169550000000000000	.01270000000000000000	.01249908333333333333	.01037166666666666666	.01005416666666666666	.00889000000000000000	.00849353333333333333	.01068916666666666666	.01058333333333333333	.01502833333333333333	.01449916666666666666	.01333500000000000000	.01208608333333333333	.01228741666666666666	.01058333333333333333	.01239325000000000000	.01239325000000000000	.01249908333333333333	.01239325000000000000	.01058333333333333333	.01439333333333333333	.01239325000000000000	.01195916666666666666	.02481083333333333333
^	.02211916666666666666	.02211916666666666666	.02169550000000000000	.02185450000000000000	.02206616666666666666	.01698000000000000000	.02169550000000000000	.02206616666666666666	.02196050000000000000	.01698000000000000000	.02169550000000000000	.02169550000000000000	.02116666666666666666	.02116666666666666666	.01735666666666666666	.01746250000000000000	.01428750000000000000	.01407583333333333333	.01698000000000000000	.01698000000000000000	.02222500000000000000	.02233083333333333333	.02222500000000000000	.02201333333333333333	.02211916666666666666	.01698000000000000000	.02222500000000000000	.02222500000000000000	.02416766666666666666	.02130066666666666666	.01698000000000000000	.01558188333333333333	.01727433333333333333	.01883833333333333333	.02550583333333333333
_	.01825583333333333333	.01825583333333333333	.01825583333333333333	.01825583333333333333	.01846750000000000000	.02063866666666666666	.01867916666666666666	.01846750000000000000	.02211916666666666666	.02063866666666666666	.02196050000000000000	.02196050000000000000	.02116783333333333333	.02053283333333333333	.01672366666666666666	.01672366666666666666	.01672366666666666666	.01672366666666666666	.02116783333333333333	.02063866666666666666	.01836166666666666666	.01846750000000000000	.01836166666666666666	.01867916666666666666	.01825583333333333333	.02063866666666666666	.01836166666666666666	.01836166666666666666	.01846750000000000000	.01836166666666666666	.02063866666666666666	.01836166666666666666	.01836166666666666666	.01825583333333333333	.02995083333333333333
`	.01273348333333333333	.01273348333333333333	.01048660000000000000	.01038116666666666666	.01164166666666666666	.00809253333333333333	.01038076666666666666	.00836083333333333333	.02169550000000000000	.00809253333333333333	.02169550000000000000	.02169550000000000000	.01058333333333333333	.01016000000000000000	.00859895000000000000	.00849353333333333333	.00713671666666666666	.00681963333333333333	.00849105000000000000	.00809253333333333333	.00973666666666666666	.00915126666666666666	.00793750000000000000	.00806193333333333333	.01026583333333333333	.00809253333333333333	.01016000000000000000	.01037166666666666666	.02143050000000000000	.01239325000000000000	.00809253333333333333	.01208608333333333333	.01208608333333333333	.00944976666666666666	.02963750000000000000
a	.02487083333333333333	.02487083333333333333	.02423583333333333333	.02402416666666666666	.02138783333333333333	.02063866666666666666	.02264833333333333333	.02138783333333333333	.02196050000000000000	.02063866666666666666	.02169550000000000000	.02196050000000000000	.02032116666666666666	.02053283333333333333	.01672366666666666666	.01672366666666666666	.01672366666666666666	.01672366666666666666	.02032116666666666666	.02063866666666666666	.02434166666666666666	.02247516666666666666	.02106833333333333333	.02011033333333333333	.01825583333333333333	.02063866666666666666	.01629833333333333333	.01836166666666666666	.02317750000000000000	.01836166666666666666	.02063866666666666666	.01836166666666666666	.01629833333333333333	.01566333333333333333	.02868083333333333333
b	.02481083333333333333	.02481083333333333333	.02402416666666666666	.02402416666666666666	.02206616666666666666	.02011033333333333333	.02169550000000000000	.02275416666666666666	.02196050000000000000	.02011033333333333333	.02196050000000000000	.02196050000000000000	.02226350000000000000	.02247516666666666666	.01830916666666666666	.01830916666666666666	.01672366666666666666	.01672366666666666666	.02032116666666666666	.02011033333333333333	.02236933333333333333	.02381250000000000000	.02042700000000000000	.02074450000000000000	.02226350000000000000	.02011033333333333333	.01706066666666666666	.02032000000000000000	.01989666666666666666	.02042700000000000000	.02011033333333333333	.01836166666666666666	.01836166666666666666	.01545166666666666666	.02868083333333333333
c	.02354583333333333333	.02354583333333333333	.02338916666666666666	.02331483333333333333	.02138783333333333333	.01857333333333333333	.01747250000000000000	.01915583333333333333	.02196050000000000000	.01857333333333333333	.02169550000000000000	.02196050000000000000	.02042583333333333333	.02053283333333333333	.01682750000000000000	.01672366666666666666	.01513416666666666666	.01504858333333333333	.01852083333333333333	.01857333333333333333	.01968500000000000000	.02053283333333333333	.01629833333333333333	.01608666666666666666	.01619250000000000000	.01857333333333333333	.01502833333333333333	.01629833333333333333	.02021416666666666666	.01629833333333333333	.01857333333333333333	.01629833333333333333	.01629833333333333333	.01270000000000000000	.02571750000000000000
d	.02518833333333333333	.02487083333333333333	.02434166666666666666	.02402416666666666666	.02352650000000000000	.02063866666666666666	.02331433333333333333	.02275416666666666666	.02196050000000000000	.02063866666666666666	.02174833333333333333	.02196050000000000000	.02254250000000000000	.02247516666666666666	.01862666666666666666	.01830916666666666666	.01703916666666666666	.01672366666666666666	.02074333333333333333	.02063866666666666666	.02434166666666666666	.02444750000000000000	.02236933333333333333	.02075783333333333333	.02226350000000000000	.02063866666666666666	.01836166666666666666	.02236933333333333333	.01825383333333333333	.02042700000000000000	.02063866666666666666	.01841500000000000000	.01836166666666666666	.01703916666666666666	.02500733333333333333
e	.02360083333333333333	.02360083333333333333	.02338916666666666666	.02331483333333333333	.02138783333333333333	.02063866666666666666	.01960983333333333333	.01915583333333333333	.02196050000000000000	.02063866666666666666	.02169550000000000000	.02196050000000000000	.02042583333333333333	.02053283333333333333	.01682750000000000000	.01672366666666666666	.01672366666666666666	.01672366666666666666	.02032116666666666666	.02063866666666666666	.01905000000000000000	.02117416666666666666	.01629833333333333333	.01809633333333333333	.01825583333333333333	.02063866666666666666	.01439333333333333333	.01756833333333333333	.01631156666666666666	.01629833333333333333	.02063866666666666666	.01629833333333333333	.01629833333333333333	.01270000000000000000	.02529416666666666666
f	.01217083333333333333	.01153583333333333333	.01111250000000000000	.01038116666666666666	.01449916666666666666	.01058333333333333333	.01502833333333333333	.01238250000000000000	.02196050000000000000	.01058333333333333333	.02196000000000000000	.02169550000000000000	.01291166666666666666	.01249908333333333333	.01058333333333333333	.01005416666666666666	.00910166666666666666	.00849353333333333333	.01100666666666666666	.01058333333333333333	.01513416666666666666	.01481666666666666666	.01312333333333333333	.01322916666666666666	.01428750000000000000	.01058333333333333333	.01195916666666666666	.01239325000000000000	.01926783333333333333	.01259416666666666666	.01058333333333333333	.01195916666666666666	.01259416666666666666	.01365250000000000000	.02508250000000000000
g	.02444750000000000000	.02444750000000000000	.02413000000000000000	.02402416666666666666	.02138783333333333333	.02063866666666666666	.02084916666666666666	.01992766666666666666	.02196050000000000000	.02063866666666666666	.02185416666666666666	.02196050000000000000	.02233083333333333333	.02247516666666666666	.01841500000000000000	.01830916666666666666	.01693333333333333333	.01672366666666666666	.02042583333333333333	.02063866666666666666	.02321600000000000000	.02247516666666666666	.02053166666666666666	.02000250000000000000	.02032116666666666666	.02063866666666666666	.01836166666666666666	.02042700000000000000	.01566333333333333333	.01836166666666666666	.02063866666666666666	.01836166666666666666	.01836166666666666666	.01576916666666666666	.02858733333333333333
h	.02224616666666666666	.02224616666666666666	.02185450000000000000	.02185450000000000000	.02498666666666666666	.02011033333333333333	.02264833333333333333	.02423583333333333333	.02196050000000000000	.02011033333333333333	.02196050000000000000	.02196050000000000000	.02226350000000000000	.02208983333333333333	.01830916666666666666	.01830916666666666666	.01672366666666666666	.01672366666666666666	.02032116666666666666	.02011033333333333333	.02497666666666666666	.02508250000000000000	.02236933333333333333	.02268683333333333333	.02226350000000000000	.02011033333333333333	.01836166666666666666	.02131800000000000000	.02222533333333333333	.02042700000000000000	.02011033333333333333	.01836166666666666666	.01836166666666666666	.01640416666666666666	.02860483333333333333
i	.00783166666666666666	.00746083333333333333	.00931333333333333333	.00892100000000000000	.01344083333333333333	.00809253333333333333	.01048660000000000000	.01127125000000000000	.02196050000000000000	.00809253333333333333	.02169550000000000000	.02169550000000000000	.01068916666666666666	.01016000000000000000	.00878416666666666666	.00849353333333333333	.00719666666666666666	.00681963333333333333	.00867833333333333333	.00809253333333333333	.01439333333333333333	.01380008333333333333	.01239325000000000000	.01206955000000000000	.01228741666666666666	.00809253333333333333	.01037166666666666666	.01079500000000000000	.01232131666666666666	.01037166666666666666	.00809253333333333333	.01037166666666666666	.01037166666666666666	.00920750000000000000	.02592916666666666666
j	.00867833333333333333	.00751416666666666666	.00994833333333333333	.00963083333333333333	.01357808333333333333	.00859730000000000000	.01174750000000000000	.01211791666666666666	.02169550000000000000	.00859730000000000000	.02169550000000000000	.02169550000000000000	.01068916666666666666	.01047750000000000000	.00878416666666666666	.00849353333333333333	.00804333333333333333	.00681963333333333333	.00952500000000000000	.00859730000000000000	.01454091666666666666	.01400555000000000000	.01259871666666666666	.01132416666666666666	.01228741666666666666	.00859730000000000000	.01121833333333333333	.00881310000000000000	.02222533333333333333	.01239325000000000000	.00859730000000000000	.01121833333333333333	.01121833333333333333	.00941916666666666666	.02868083333333333333
k	.01862666666666666666	.01830916666666666666	.02127250000000000000	.02117616666666666666	.02423583333333333333	.01809633333333333333	.02185416666666666666	.02275416666666666666	.02196050000000000000	.01809633333333333333	.02196050000000000000	.02196050000000000000	.02074333333333333333	.02053283333333333333	.01703916666666666666	.01672366666666666666	.01534583333333333333	.01504858333333333333	.01862666666666666666	.01809633333333333333	.02370666666666666666	.02444750000000000000	.02042700000000000000	.02204550000000000000	.02226350000000000000	.01809633333333333333	.01629833333333333333	.02042700000000000000	.02021416666666666666	.02042700000000000000	.01809633333333333333	.01629833333333333333	.01836166666666666666	.01725083333333333333	.02846916666666666666
l	.00783166666666666666	.00746083333333333333	.00931333333333333333	.00892100000000000000	.01273141666666666666	.00809253333333333333	.01048660000000000000	.01127125000000000000	.02196050000000000000	.00809253333333333333	.02169550000000000000	.02169550000000000000	.01068916666666666666	.01016000000000000000	.00878416666666666666	.00849353333333333333	.00719666666666666666	.00681963333333333333	.00867833333333333333	.00809253333333333333	.01439333333333333333	.01315888333333333333	.01239325000000000000	.01206955000000000000	.01228741666666666666	.00809253333333333333	.01037166666666666666	.01079500000000000000	.02021416666666666666	.01037166666666666666	.00809253333333333333	.01037166666666666666	.01037166666666666666	.00984250000000000000	.02868083333333333333
m	.03397250000000000000	.03397250000000000000	.03410983333333333333	.03410983333333333333	.03645883333333333333	.03007933333333333333	.03197083333333333333	.03432150000000000000	.02201333333333333333	.03007933333333333333	.02196050000000000000	.02196050000000000000	.03227916666666666666	.03249083333333333333	.02650333333333333333	.02650333333333333333	.02487083333333333333	.02487083333333333333	.03027983333333333333	.03007933333333333333	.03429000000000000000	.03515783333333333333	.03238500000000000000	.03270250000000000000	.03227916666666666666	.03007933333333333333	.02836333333333333333	.03217333333333333333	.02121000000000000000	.03038566666666666666	.03007933333333333333	.02637683333333333333	.02836333333333333333	.02275416666666666666	.03164416666666666666
n	.02224616666666666666	.02224616666666666666	.02185450000000000000	.02185450000000000000	.02498666666666666666	.02011033333333333333	.02254250000000000000	.02423583333333333333	.02196050000000000000	.02011033333333333333	.02196050000000000000	.02196050000000000000	.02226350000000000000	.02247516666666666666	.01830916666666666666	.01830916666666666666	.01672366666666666666	.01672366666666666666	.02032116666666666666	.02011033333333333333	.02497666666666666666	.02508250000000000000	.02236933333333333333	.02268683333333333333	.02226350000000000000	.02011033333333333333	.02042700000000000000	.02131800000000000000	.01926783333333333333	.02042700000000000000	.02011033333333333333	.01836166666666666666	.01836166666666666666	.01703916666666666666	.02762250000000000000
o	.02381250000000000000	.02381250000000000000	.02338916666666666666	.02331483333333333333	.02275416666666666666	.02063866666666666666	.01960983333333333333	.02063750000000000000	.02196050000000000000	.02063866666666666666	.02169550000000000000	.02196050000000000000	.02226350000000000000	.02247516666666666666	.01830916666666666666	.01830916666666666666	.01672366666666666666	.01672366666666666666	.02032116666666666666	.02063866666666666666	.02106833333333333333	.02247516666666666666	.01836166666666666666	.01809633333333333333	.02032116666666666666	.02063866666666666666	.01629833333333333333	.02003550000000000000	.02021416666666666666	.01836166666666666666	.02063866666666666666	.01836166666666666666	.01836166666666666666	.01481666666666666666	.02773250000000000000
p	.02481083333333333333	.02481083333333333333	.02402416666666666666	.02402416666666666666	.02352650000000000000	.02011033333333333333	.02227783333333333333	.02275416666666666666	.02196050000000000000	.02011033333333333333	.02196050000000000000	.02196050000000000000	.02226350000000000000	.02247516666666666666	.01830916666666666666	.01830916666666666666	.01672366666666666666	.01672366666666666666	.02032116666666666666	.02011033333333333333	.02455333333333333333	.02444750000000000000	.02191500000000000000	.02075783333333333333	.02226350000000000000	.02011033333333333333	.01836166666666666666	.02201333333333333333	.02021416666666666666	.02042700000000000000	.02011033333333333333	.01920833333333333333	.01836166666666666666	.01629833333333333333	.02773250000000000000
q	.02487083333333333333	.02481083333333333333	.02413000000000000000	.02402416666666666666	.02275416666666666666	.02063866666666666666	.02032000000000000000	.02138783333333333333	.02196050000000000000	.02063866666666666666	.02196000000000000000	.02196050000000000000	.02233083333333333333	.02247516666666666666	.01841500000000000000	.01830916666666666666	.01682750000000000000	.01672366666666666666	.02042583333333333333	.02063866666666666666	.02307166666666666666	.02381250000000000000	.02042700000000000000	.02011033333333333333	.02226350000000000000	.02063866666666666666	.01706066666666666666	.02053166666666666666	.01926783333333333333	.02042700000000000000	.02063866666666666666	.01836166666666666666	.01836166666666666666	.01492250000000000000	.02762250000000000000
r	.01153583333333333333	.01111250000000000000	.01217083333333333333	.01174750000000000000	.01703916666666666666	.01208608333333333333	.01486835000000000000	.01632893333333333333	.02196050000000000000	.01208608333333333333	.02169550000000000000	.02196050000000000000	.01471083333333333333	.01449916666666666666	.01206500000000000000	.01174750000000000000	.01047750000000000000	.01005416666666666666	.01280583333333333333	.01208608333333333333	.01905000000000000000	.01915583333333333333	.01629833333333333333	.01661583333333333333	.01428750000000000000	.01208608333333333333	.01439333333333333333	.01460500000000000000	.02021416666666666666	.01629833333333333333	.01208608333333333333	.01439333333333333333	.01239325000000000000	.01153583333333333333	.02762250000000000000
s	.01428750000000000000	.01422961666666666666	.01629833333333333333	.01611726666666666666	.01915583333333333333	.01857333333333333333	.01953500000000000000	.01915583333333333333	.02196050000000000000	.01857333333333333333	.02169550000000000000	.02169550000000000000	.02042583333333333333	.02053283333333333333	.01672366666666666666	.01672366666666666666	.01504858333333333333	.01504858333333333333	.01830916666666666666	.01857333333333333333	.01770183333333333333	.01846750000000000000	.01629833333333333333	.01676416666666666666	.01619250000000000000	.01857333333333333333	.01439333333333333333	.01566333333333333333	.02222533333333333333	.01439333333333333333	.01857333333333333333	.01439333333333333333	.01439333333333333333	.01195916666666666666	.03239866666666666666
