161.359	56.652	2676.48611153
158.178	52.458	1813.42312076
160.825	56.425	992.546875
157.563	52.647	749.728963768
160.83	56.38	554.920384
157.338	52.543	1826.92397518
160.47	56.1	3453.528
157.931	52.432	917.274444979
160.641	56.057	4260.22185143
157.83	52.355	1532.555612
160.595	56.019	3869.23531795
157.792	52.262	576.616186098
160.595	55.972	2379.57429565
157.434	52.221	582.447899011
160.605	55.861	2533.65471243
157.851	52.11	952.84476624
160.377	55.82	2873.49021482
157.707	52.066	1396.21120243
160.527	55.759	2338.12841353
157.53	52.011	442.947271808
160.32	55.131	1842.06623578
157.323	52.148	555.135274018
160.761	55.061	1792.30879038
157.607	51.936	490.867046935
160.726	55.032	1818.59920049
157.385	51.893	417.27651353
160.702	54.973	2132.13247976
157.535	51.818	472.687766688
160.627	54.914	1604.92834907
157.266	51.75	494.12416
160.533	54.753	2899.10885238
157.358	51.658	571.847440204
160.275	54.596	1518.278104
157.328	51.577	1424.16328036
160.252	54.488	1208.4128477
157.202	51.498	1044.55958326
159.97	54.5	661.096
157.12	51.45	72
159.804	54.531	1951.77171969
156.975	51.452	666.880892
160.015	54.313	1355.73384048
156.753	51.356	1463.24392197
159.655	54.118	1172.36448954
156.879	51.304	1448.32904252
159.442	54.047	1027.33073439
156.72	51.1	123.288
159.45	53.98	625.864
155.557	50.858	1905.43087317
159.125	53.588	2478.19922
156.014	50.686	911.287460479
158.92	53.64	1704.014464
155.964	50.549	985.337184753
158.384	53.907	1131.30008081
155.46	50.321	1315.20386995
158.072	53.907	1775.8009146
155.434	50.252	1202.58625083
158.055	53.833	827.286792294
155.248	50.27	1195.21630003
158.448	53.752	526.304045097
155.368	50.13	930.450349568
158.712	53.321	2855.89498936
154.814	49.564	501.361988772
158.833	53.256	2229.42587779
154.708	49.352	833.58731629
158.52	52.92	7.39577600003
154.52	49.118	794.22423296
158.289	52.86	440.631017504
153.94	48.946	566.671998976
158.24	52.802	652.14377472
154.182	48.874	559.096673276
158.281	52.705	1468.77732181
154.016	48.758	397.325923062
157.776	52.926	798.648066941
153.484	48.977	3.72859663777
158.035	52.555	1597.91853125
153.248	48.294	8.74251968932
147.921	45.337	1175.38186669
153.198	48.091	793.230765163
148.015	45.103	851.563854792
153.022	47.756	-1.0051338281
147.917	45.028	753.14118899
152.92	47.6	-70.84
147.871	45.012	740.166465923
152.814	47.513	105.255466066
147.344	44.839	1217.90506429
152.479	47.343	642.399802707
147.128	44.807	628.066174961
152.247	47.121	214.09696276
146.994	44.608	-418.338647401
152.115	47.011	733.324037122
146.928	44.479	832.679768159
151.95	46.925	197.1875
146.251	44.354	1396.22186291
151.786	46.815	1160.44857558
146.139	44.454	1064.96549128
151.751	46.832	448.109198851
145.733	43.978	494.444400504
150.866	46.522	224.207699784
145.505	43.844	294.934885152
150.369	46.192	514.659625804
145.163	44.13	1206.04092349
150.23	46.15	720.448000001
145.122	44.076	1089.87650116
150.065	46.061	821.955126414
145.086	44.044	773.016972517
150.053	45.953	426.789978446
144.722	43.762	1153.24589215
149.925	45.91	661.8295
144.555	43.567	487.492765834
149.823	45.872	254.888366465
144.438	43.611	275.927150238
149.672	45.755	1119.3668263
144.006	43.385	1079.84647226
148.852	45.506	841.14936159
142.855	43.663	1894.61177318
148.811	45.382	572.404065964
143.031	43.455	1541.10550709
148.344	45.243	191.810459438
143.092	43.315	1122.82988666
148.58	45.4	595.528
142.682	43.421	1665.73901493
141.377	42.691	792.977066709
140.283	37.627	1546.91225726
141.18	42.5	294.944
140.079	37.608	1317.65823486
140.833	42.543	366.339044927
139.579	37.45	502.817788
140.806	42.827	1375.47327339
139.963	37.125	1655.2385195
140.636	42.884	887.358416765
139.777	36.9	1497.626796
140.686	42.066	825.730437853
139.508	36.795	1947.15872154
141.165	41.806	277.309882112
139.491	36.767	2061.34681735
139.353	41.513	171.709711866
139.376	36.798	2167.22452766
141.12	41.279	593.569660672
139.286	36.953	1910.41977361
140.878	40.658	1298.24147897
139.177	36.54	1417.17789312
140.303	40.656	1163.50120642
138.878	36.476	1130.94976851
140.92	40.47	414.27712
138.536	36.643	1995.1892241
140.759	39.966	1150.67336899
138.514	36.69	1835.363072
140.857	39.955	1499.8004368
138.035	36.921	1907.43857301
141.003	39.851	1627.00760372
138.112	36.892	2086.08917552
140.792	39.752	1212.2696146
138.52	36.407	2154.67443226
140.049	39.099	1806.90098491
138.294	36.103	2064.68712535
140.779	38.967	1243.4561075
137.605	36.554	2339.49062899
140.18	38.6	413.704
137.587	36.228	1923.9935396
140.725	38.734	261.171468
137.548	36.107	2697.87475679
140.45	38.136	1640.487872
137.478	35.894	2704.19675506
140.261	37.722	1587.48509672
136.771	36.155	2393.48773294
138.73	35.363	3265.3834128
140.357	29.808	-84.6059907966
139.022	35.243	921.401718301
140.329	29.48	-948.052731456
139.095	34.904	336.313145824
140.466	29.311	-1209.87368706
139.395	34.726	550.061786016
140.538	29.064	-2966.57485593
139.279	34.521	109.860618199
140.643	28.572	-2149.34322375
139.264	34.398	84.7249568727
140.567	28.316	-1165.40585295
139.152	34.218	277.747884527
140.801	27.679	-1856.11713381
139.526	34.086	584.900952277
140.804	28.082	-2283.07861897
139.68	33.399	-76.334094944
140.879	27.243	-63.4279986367
139.601	33.869	574.780033372
140.93	26.667	-619.408802496
139.765	33.139	453.01473667
141.102	26.122	-1133.89157272
139.91	32.47	-566.129024
141.265	25.446	-167.370171904
139.844	32.108	-1199.64374967
141.379	24.78	-45.2357274561
139.986	31.894	-611.727657402
141.419	24.414	-184.35458652
140.044	31.444	-83.1016518983
141.48	24.285	-236.725336
140.305	30.482	74.909713472
131.392	33.282	1010.89788784
130.308	30.792	123.523179819
131.246	33.085	1593.46147245
130.216	30.446	380.235864244
131.085	32.885	1152.60675575
129.926	29.968	173.103500579
130.298	32.761	929.654837175
129.859	29.859	394.135615663
130.862	31.938	1408.39971467
129.715	29.642	427.419263584
130.592	31.771	82.2551598001
129.593	29.466	-27.3473612311
130.658	31.579	686.051584217
128.996	28.799	3.42722279766
130.569	31.219	95.4114606305
128.228	27.869	-63.4744262773
175.908	52.346	287.333508116
-171.255	52.495	615.99082875
177.605	52.105	853.86430375
-171.141	52.574	229.370901457
178.136	52.015	776.607813472
-170.778	52.609	529.080453419
178.33	51.97	-1.420992
-170.635	52.64	412.852536
178.541	51.949	717.519516006
-170.117	52.75	972.554376
179.586	51.936	512.354673848
-170.059	52.892	920.972378081
-178.795	51.789	1095.60500171
-169.946	52.822	1279.48532959
-178.143	51.884	1297.48793183
-169.792	52.841	863.741963112
-178.006	51.872	1144.3661874
-169.72	52.973	407.217888928
-177.443	51.907	-42.0038328678
-169.763	53.065	8.83024115
-177.164	51.924	667.624225632
-168.687	53.127	1701.37651346
-176.739	51.935	813.11371972
-168.571	53.153	1428.6687313
-176.586	51.99	274.626642432
-168.13	53.429	387.063009248
-176.132	52.078	1294.886637
-168.039	53.933	-140.123654698
-175.512	52.174	-30.3427220972
-166.928	53.887	1805.46899405
-175.132	52.222	-6.32727315251
-166.681	53.969	582.328473882
-174.141	52.33	1117.23886227
-166.618	53.964	249.231965065
-174.159	52.379	1114.76212883
-165.975	54.146	969.165356
-172.513	52.313	762.601123308
-165.66	54.252	414.88195072
-164.65	54.517	1437.484864
-156.745	57.202	1255.50570554
-164.365	54.668	370.14319728
-156.379	57.746	1107.25401737
-163.97	54.756	2193.76292454
-156.514	57.834	68.7801550602
-163.73	54.767	1955.41381568
-155.411	57.87	223.363488544
-163.594	54.802	1586.93236229
-155.356	58.169	1495.67181667
-162.836	55.067	1058.09907883
-155.247	58.196	1777.15261265
-162.275	55.185	1086.751375
-155.102	58.234	1373.79821961
-162.076	55.341	783.632235688
-155.159	58.265	857.165152368
-161.894	55.417	1880.81829691
-155.106	58.351	2042.63315137
-161.854	55.457	1461.0350632
-154.978	58.262	1294.66609294
